artist_input,spotify_artist_name,artist_id,id_album,nombre_album,tipo_album,release_year,release_year_norm,decada,url_album,album_image_url,discogs_match_status,discogs_match_score,discogs_genres_norm,discogs_styles_norm,discogs_tags_norm,tags_dominantes,tags_especificos,n_tags,n_tags_dominantes,n_tags_especificos,peso_tags_total,peso_tags_promedio,es_single,es_album,tags_vacios
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,25VunQEW0x2W6ALND2Mh4g,YES or YES,album,2018.0,0.6522,2010,https://open.spotify.com/album/25VunQEW0x2W6ALND2Mh4g,https://i.scdn.co/image/ab67616d0000b273140ba24506e300382e08e6ec,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2GKTroaa4ysyhEdvzpvUoM,Summer Nights,album,2018.0,0.6522,2010,https://open.spotify.com/album/2GKTroaa4ysyhEdvzpvUoM,https://i.scdn.co/image/ab67616d0000b27340d7efd2594a2b6bda60ea18,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,0R7pj4tnmcoUulrZGPo6nw,Merry & Happy,album,2017.0,0.6087,2010,https://open.spotify.com/album/0R7pj4tnmcoUulrZGPo6nw,https://i.scdn.co/image/ab67616d0000b273f0d00e054e9a9cb2e86cdf72,exact,94.62,['pop'],"['k_pop', 'ballad', 'bubblegum']","['pop', 'k_pop', 'ballad', 'bubblegum']","['pop', 'k_pop']","['ballad', 'bubblegum']",4,2,2,152.1285,38.0321,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,3hJXmK5gWN9P6jtZL0Lr2y,Twicetagram,album,2017.0,0.6087,2010,https://open.spotify.com/album/3hJXmK5gWN9P6jtZL0Lr2y,https://i.scdn.co/image/ab67616d0000b2736034eda385497f614778f457,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2Mw8oK3aJKmOa9YGWqpN2W,Twicecoaster: Lane 2,album,2017.0,0.6087,2010,https://open.spotify.com/album/2Mw8oK3aJKmOa9YGWqpN2W,https://i.scdn.co/image/ab67616d0000b273836dfeeabc0e33ace0227d47,exact,94.62,"['electronic', 'pop']","['synth-pop', 'dance_pop', 'k_pop']","['electronic', 'pop', 'synth-pop', 'dance_pop', 'k_pop']","['pop', 'k_pop']","['electronic', 'synth-pop', 'dance_pop']",5,2,3,65.2586,13.0517,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5zQhaDNbiXHRqd8Y51I4vy,Twicecoaster: Lane 1,album,2016.0,0.5652,2010,https://open.spotify.com/album/5zQhaDNbiXHRqd8Y51I4vy,https://i.scdn.co/image/ab67616d0000b273387444ab2fc1f08dfe7915ab,exact,94.62,"['electronic', 'pop']","['synth-pop', 'dance_pop', 'rhythm_&_blues', 'pop_rap', 'k_pop']","['electronic', 'pop', 'synth-pop', 'dance_pop', 'rhythm_&_blues', 'pop_rap', 'k_pop']","['pop', 'k_pop']","['electronic', 'synth-pop', 'dance_pop', 'rhythm_&_blues', 'pop_rap']",7,2,5,177.2586,25.3227,0,1,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7H559hhWLuJbRWRJlQTFRG,#TWICE5 (Japanese ver.),single,2025.0,0.9565,2020,https://open.spotify.com/album/7H559hhWLuJbRWRJlQTFRG,https://i.scdn.co/image/ab67616d0000b27312617daa0d566acc73ca18c5,fuzzy,67.95,"['electronic', 'pop']","['j_pop', 'k_pop', 'dance_pop']","['electronic', 'pop', 'j_pop', 'k_pop', 'dance_pop']","['pop', 'k_pop']","['electronic', 'j_pop', 'dance_pop']",5,2,3,24.7519,4.9504,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6PwkJ9EQOmvMawvqrXHtlL,Strategy 2.0,single,2024.0,0.913,2020,https://open.spotify.com/album/6PwkJ9EQOmvMawvqrXHtlL,https://i.scdn.co/image/ab67616d0000b27369862a16aa32a9d881e4eebc,exact,80.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,0riep5s1F9ynpobjOSzbcr,DIVE,single,2024.0,0.913,2020,https://open.spotify.com/album/0riep5s1F9ynpobjOSzbcr,https://i.scdn.co/image/ab67616d0000b273081e9aced6c0d5968ac30d07,exact,89.62,['pop'],"['j_pop', 'k_pop']","['pop', 'j_pop', 'k_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,0aKGDywT16N2AgQMLNlDJO,ONE SPARK,single,2024.0,0.913,2020,https://open.spotify.com/album/0aKGDywT16N2AgQMLNlDJO,https://i.scdn.co/image/ab67616d0000b273a070ee0f9d473b1ed07a76b3,exact,89.62,"['electronic', 'pop']","['k_pop', 'house', 'contemporary_r&b']","['electronic', 'pop', 'k_pop', 'house', 'contemporary_r&b']","['pop', 'k_pop']","['electronic', 'house', 'contemporary_r&b']",5,2,3,140.198,28.0396,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,575TQDOQqc0MAheeEeKWUR,With YOU-th,single,2024.0,0.913,2020,https://open.spotify.com/album/575TQDOQqc0MAheeEeKWUR,https://i.scdn.co/image/ab67616d0000b273bd8c739ce7e59ae9414c7a26,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6RZHj6L3NqrvcKeiBHQbjL,I GOT YOU,single,2024.0,0.913,2020,https://open.spotify.com/album/6RZHj6L3NqrvcKeiBHQbjL,https://i.scdn.co/image/ab67616d0000b273d6a4458287c74322874a3d70,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,1Z7QoKOpqAWfiHnurlsiti,Dance Again,single,2023.0,0.8696,2020,https://open.spotify.com/album/1Z7QoKOpqAWfiHnurlsiti,https://i.scdn.co/image/ab67616d0000b2733755cfc462b1cc218e9bbec5,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7hF6oiU4zaIQIGjLhje1eG,Hare Hare,single,2023.0,0.8696,2020,https://open.spotify.com/album/7hF6oiU4zaIQIGjLhje1eG,https://i.scdn.co/image/ab67616d0000b273ef7771b41d6d7136095c7677,exact,94.62,['pop'],"['k_pop', 'j_pop']","['pop', 'k_pop', 'j_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,0ymqvaOiilJa797C3Y2mZh,Hare Hare,single,2023.0,0.8696,2020,https://open.spotify.com/album/0ymqvaOiilJa797C3Y2mZh,https://i.scdn.co/image/ab67616d0000b2733ca0cdd9472aa0e44e4ea444,exact,94.62,['pop'],"['k_pop', 'j_pop']","['pop', 'k_pop', 'j_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6lEtnxGk1CMv0ZbhI6i0eD,SET ME FREE (Remixes),single,2023.0,0.8696,2020,https://open.spotify.com/album/6lEtnxGk1CMv0ZbhI6i0eD,https://i.scdn.co/image/ab67616d0000b273007589ece84a7bd7e848367e,fuzzy,74.62,"['electronic', 'pop']",['k_pop'],"['electronic', 'pop', 'k_pop']","['pop', 'k_pop']",['electronic'],3,2,1,7.1243,2.3748,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5ya9sryT3d0UH4Uh37lg9z,MOONLIGHT SUNRISE (The Remixes),single,2023.0,0.8696,2020,https://open.spotify.com/album/5ya9sryT3d0UH4Uh37lg9z,https://i.scdn.co/image/ab67616d0000b2734a7dcf1b107b2a1101b0189e,exact,94.62,['pop'],[],['pop'],['pop'],[],1,1,0,1.0,1.0,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,3Haj0Fa9S49LCeYcOiODcL,MOONLIGHT SUNRISE,single,2023.0,0.8696,2020,https://open.spotify.com/album/3Haj0Fa9S49LCeYcOiODcL,https://i.scdn.co/image/ab67616d0000b2736887b017d077dfc5787a3e23,exact,94.62,['pop'],[],['pop'],['pop'],[],1,1,0,1.0,1.0,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,3JWwlQso9kjpJ7q7aw8C2F,Celebrate,single,2022.0,0.8261,2020,https://open.spotify.com/album/3JWwlQso9kjpJ7q7aw8C2F,https://i.scdn.co/image/ab67616d0000b273c5b34e22c26ee36af18aa30b,exact,89.62,['pop'],"['j_pop', 'k_pop']","['pop', 'j_pop', 'k_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,580je4ls7G3Ul39rZzqXOC,Just be yourself,single,2022.0,0.8261,2020,https://open.spotify.com/album/580je4ls7G3Ul39rZzqXOC,https://i.scdn.co/image/ab67616d0000b2735836c9ca81d5f42636ac516e,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5UMKm3ihuSD9WQDkwQ7btX,#TWICE4 (Japanese ver.),single,2022.0,0.8261,2020,https://open.spotify.com/album/5UMKm3ihuSD9WQDkwQ7btX,https://i.scdn.co/image/ab67616d0000b273cd893140a41c1ae2dde3ff2f,fuzzy,67.95,['pop'],"['k_pop', 'j_pop']","['pop', 'k_pop', 'j_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,1eIMbbLLxejimwwLW4Rdl8,Doughnut,single,2021.0,0.7826,2020,https://open.spotify.com/album/1eIMbbLLxejimwwLW4Rdl8,https://i.scdn.co/image/ab67616d0000b2730473f043c97904b21b5c077c,exact,94.62,"['funk_/_soul', 'pop']","['k_pop', 'contemporary_r&b', 'soul']","['funk_/_soul', 'pop', 'k_pop', 'contemporary_r&b', 'soul']","['pop', 'k_pop']","['funk_/_soul', 'contemporary_r&b', 'soul']",5,2,3,150.9368,30.1874,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2g8Uav5MCzs3B4pJO9U24p,Doughnut,single,2021.0,0.7826,2020,https://open.spotify.com/album/2g8Uav5MCzs3B4pJO9U24p,https://i.scdn.co/image/ab67616d0000b273335c759b5c4f08f82e98dcff,exact,94.62,"['funk_/_soul', 'pop']","['k_pop', 'contemporary_r&b', 'soul']","['funk_/_soul', 'pop', 'k_pop', 'contemporary_r&b', 'soul']","['pop', 'k_pop']","['funk_/_soul', 'contemporary_r&b', 'soul']",5,2,3,150.9368,30.1874,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5kaDKzyrE5Cx9c4mLQZ6b1,The Feels,single,2021.0,0.7826,2020,https://open.spotify.com/album/5kaDKzyrE5Cx9c4mLQZ6b1,https://i.scdn.co/image/ab67616d0000b273b4065df00eb93304f9949033,exact,94.62,['pop'],[],['pop'],['pop'],[],1,1,0,1.0,1.0,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,012FDe5q7Af7H9dy47DjVJ,Perfect World,single,2021.0,0.7826,2020,https://open.spotify.com/album/012FDe5q7Af7H9dy47DjVJ,https://i.scdn.co/image/ab67616d0000b273f03d2f58b841a522e9354c7a,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,00vb6sViDbJLmLLchfbRh4,Taste of Love,single,2021.0,0.7826,2020,https://open.spotify.com/album/00vb6sViDbJLmLLchfbRh4,https://i.scdn.co/image/ab67616d0000b273feede28e85bb57807a272a2b,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,1O0im7AhkMRTT37tzHmEXX,Kura Kura,single,2021.0,0.7826,2020,https://open.spotify.com/album/1O0im7AhkMRTT37tzHmEXX,https://i.scdn.co/image/ab67616d0000b2738930a11d2c09cf004cbc8319,exact,94.62,['pop'],"['j_pop', 'k_pop']","['pop', 'j_pop', 'k_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5FMslDParbcWQ7o5FQqCWf,Kura Kura,single,2021.0,0.7826,2020,https://open.spotify.com/album/5FMslDParbcWQ7o5FQqCWf,https://i.scdn.co/image/ab67616d0000b2731ef6aeee7c252a0bb7f9ac32,exact,94.62,['pop'],"['j_pop', 'k_pop']","['pop', 'j_pop', 'k_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2aRAPmBCEdo9pWimsI5l87,CRY FOR ME,single,2020.0,0.7391,2020,https://open.spotify.com/album/2aRAPmBCEdo9pWimsI5l87,https://i.scdn.co/image/ab67616d0000b2738ae9084b7cfa8281932d9cb9,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2xOUnTpb8hfcyPRrZOIVus,BETTER,single,2020.0,0.7391,2020,https://open.spotify.com/album/2xOUnTpb8hfcyPRrZOIVus,https://i.scdn.co/image/ab67616d0000b273282f518a2a0c59dcaa03b2d0,exact,94.62,['pop'],"['k_pop', 'j_pop']","['pop', 'k_pop', 'j_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2jOvgj6NJc1l5SBApgFaZC,BETTER,single,2020.0,0.7391,2020,https://open.spotify.com/album/2jOvgj6NJc1l5SBApgFaZC,https://i.scdn.co/image/ab67616d0000b273c43616dae1f1f63886679cbc,exact,94.62,['pop'],"['k_pop', 'j_pop']","['pop', 'k_pop', 'j_pop']","['pop', 'k_pop']",['j_pop'],3,2,1,8.7164,2.9055,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5CCOdkAWMzHFQCky3Lbfw5,#TWICE3,single,2020.0,0.7391,2020,https://open.spotify.com/album/5CCOdkAWMzHFQCky3Lbfw5,https://i.scdn.co/image/ab67616d0000b273fefed3d6b5ab00009658fd6c,exact,89.62,"['electronic', 'pop']","['j_pop', 'ballad']","['electronic', 'pop', 'j_pop', 'ballad']",['pop'],"['electronic', 'j_pop', 'ballad']",4,1,3,31.7532,7.9383,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6B5Dh9UinsLGWTwUJAI08L,Fanfare,single,2020.0,0.7391,2020,https://open.spotify.com/album/6B5Dh9UinsLGWTwUJAI08L,https://i.scdn.co/image/ab67616d0000b273ade8765d00020885cf80fee2,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,47bxLQc3jt9EcpFXOECxVA,Fanfare,single,2020.0,0.7391,2020,https://open.spotify.com/album/47bxLQc3jt9EcpFXOECxVA,https://i.scdn.co/image/ab67616d0000b2736a1200e944003a293abb0b99,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7dU0vceNngXWT2XZUU4y9W,Breakthrough,single,2019.0,0.6957,2010,https://open.spotify.com/album/7dU0vceNngXWT2XZUU4y9W,https://i.scdn.co/image/ab67616d0000b273c80b550c6c72bf6d072d3506,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,21OEpd5p9vaNQcDMTu05in,HAPPY HAPPY,single,2019.0,0.6957,2010,https://open.spotify.com/album/21OEpd5p9vaNQcDMTu05in,https://i.scdn.co/image/ab67616d0000b273d299bd25e0e15304ebd2bcf3,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7L4aQ3NuXn10GinA6Fs2pc,HAPPY HAPPY,single,2019.0,0.6957,2010,https://open.spotify.com/album/7L4aQ3NuXn10GinA6Fs2pc,https://i.scdn.co/image/ab67616d0000b273d87bbac80270543603866468,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7LWfEiSeue9BXPbUOH34q6,Breakthrough,single,2019.0,0.6957,2010,https://open.spotify.com/album/7LWfEiSeue9BXPbUOH34q6,https://i.scdn.co/image/ab67616d0000b273f091c9841ed6033937fdb7e5,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,3aLpWFejbsdyafODLXRqwF,FANCY YOU,single,2019.0,0.6957,2010,https://open.spotify.com/album/3aLpWFejbsdyafODLXRqwF,https://i.scdn.co/image/ab67616d0000b273ff7c2dfd0ed9b2cf6bf9c818,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2QmO12UqPp1BQN4kSGtcAx,#TWICE2,single,2019.0,0.6957,2010,https://open.spotify.com/album/2QmO12UqPp1BQN4kSGtcAx,https://i.scdn.co/image/ab67616d0000b2737d71499086377bee624360c0,exact,89.62,"['electronic', 'pop']","['bubblegum', 'j_pop', 'k_pop', 'dance_pop']","['electronic', 'pop', 'bubblegum', 'j_pop', 'k_pop', 'dance_pop']","['pop', 'k_pop']","['electronic', 'bubblegum', 'j_pop', 'dance_pop']",6,2,4,155.4186,25.9031,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,7lbNjJbfXVb5HjmtApXLY2,STAY BY MY SIDE,single,2018.0,0.6522,2010,https://open.spotify.com/album/7lbNjJbfXVb5HjmtApXLY2,https://i.scdn.co/image/ab67616d0000b2738fe5c97f5ef2ad8160561c00,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,2F7xpLoOrO1LzYO95ZNq62,BDZ,single,2018.0,0.6522,2010,https://open.spotify.com/album/2F7xpLoOrO1LzYO95ZNq62,https://i.scdn.co/image/ab67616d0000b273b203cd8af91203e0cd07d3d0,exact,89.62,['pop'],"['k_pop', 'j_pop', 'bubblegum']","['pop', 'k_pop', 'j_pop', 'bubblegum']","['pop', 'k_pop']","['j_pop', 'bubblegum']",4,2,2,139.3831,34.8458,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5DOl2VlVp5epRomVwPdGDQ,I WANT YOU BACK,single,2018.0,0.6522,2010,https://open.spotify.com/album/5DOl2VlVp5epRomVwPdGDQ,https://i.scdn.co/image/ab67616d0000b273bd8a5313d8077eb7ceb7664c,exact,94.62,['pop'],[],['pop'],['pop'],[],1,1,0,1.0,1.0,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6IAy5NUKOpoJ3RHC9snSmI,Wake Me Up,single,2018.0,0.6522,2010,https://open.spotify.com/album/6IAy5NUKOpoJ3RHC9snSmI,https://i.scdn.co/image/ab67616d0000b27357f1b1435b128f2771fb13b8,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,4VAiOU0kXKxArdsYA1SHup,Wake Me Up,single,2018.0,0.6522,2010,https://open.spotify.com/album/4VAiOU0kXKxArdsYA1SHup,https://i.scdn.co/image/ab67616d0000b273aeb5177508bf097654d6cc7a,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,5o5cJ6yZmcyy4y4hK0J6de,What is Love?,single,2018.0,0.6522,2010,https://open.spotify.com/album/5o5cJ6yZmcyy4y4hK0J6de,https://i.scdn.co/image/ab67616d0000b273fd6721d30b8015d8401913cc,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,4t6JjDorVawKA34IhApYC4,Candy Pop,single,2018.0,0.6522,2010,https://open.spotify.com/album/4t6JjDorVawKA34IhApYC4,https://i.scdn.co/image/ab67616d0000b27345698c3fb8abbf752415d298,exact,94.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,20tQIMCWsH5GjJUlSX5tBb,One More Time,single,2017.0,0.6087,2010,https://open.spotify.com/album/20tQIMCWsH5GjJUlSX5tBb,https://i.scdn.co/image/ab67616d0000b2736734e7730498eb0d63df66f5,exact,94.62,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,3RU5xvGbTAXCWoUSqGf7dk,#TWICE,single,2017.0,0.6087,2010,https://open.spotify.com/album/3RU5xvGbTAXCWoUSqGf7dk,https://i.scdn.co/image/ab67616d0000b273eebb3680e85749a50f96feaf,exact,89.62,"['electronic', 'pop']","['j_pop', 'synth-pop']","['electronic', 'pop', 'j_pop', 'synth-pop']",['pop'],"['electronic', 'j_pop', 'synth-pop']",4,1,3,59.5145,14.8786,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,28PwDunFAR71toOCTYRvkf,SIGNAL,single,2017.0,0.6087,2010,https://open.spotify.com/album/28PwDunFAR71toOCTYRvkf,https://i.scdn.co/image/ab67616d0000b273cd73a6412b7618e3f9164b55,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,6q2oUEqL9uzVXHCeKoA8JV,PAGE TWO,single,2016.0,0.5652,2010,https://open.spotify.com/album/6q2oUEqL9uzVXHCeKoA8JV,https://i.scdn.co/image/ab67616d0000b273acf4830dde5e17d356b80ae8,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
TWICE,TWICE,7n2Ycct7Beij7Dj7meI4X0,72WWZVAx6GtSbEeGESwDLo,The Story Begins,single,2015.0,0.5217,2010,https://open.spotify.com/album/72WWZVAx6GtSbEeGESwDLo,https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f,exact,89.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,5lHtH6O6mCnVx1MNuPPBQK,Cosmic,album,2024.0,0.913,2020,https://open.spotify.com/album/5lHtH6O6mCnVx1MNuPPBQK,https://i.scdn.co/image/ab67616d0000b27333f4f800b259791768d04f40,exact,100.0,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,4ualu7nMAcmoAqp47YaA95,Bloom,album,2022.0,0.8261,2020,https://open.spotify.com/album/4ualu7nMAcmoAqp47YaA95,https://i.scdn.co/image/ab67616d0000b2739d750d969d227e6506a2c176,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,0,1,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,3rVtm00UfbuzWOewdm4iYM,‘The ReVe Festival’ Finale,album,2019.0,0.6957,2010,https://open.spotify.com/album/3rVtm00UfbuzWOewdm4iYM,https://i.scdn.co/image/ab67616d0000b273df5022bdf1ac4bf52135c4be,exact,99.11,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,5zWa1ZEUBctbKqvwXbFawo,Summer Magic - Summer Mini Album,album,2018.0,0.6522,2010,https://open.spotify.com/album/5zWa1ZEUBctbKqvwXbFawo,https://i.scdn.co/image/ab67616d0000b2736017bca98dea58ceddea77c1,exact,81.62,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,0OAG4YmXn8wCLAiXZFCTUb,Cosmic,single,2024.0,0.913,2020,https://open.spotify.com/album/0OAG4YmXn8wCLAiXZFCTUb,https://i.scdn.co/image/ab67616d0000b2737344014579bc17a2c4730ece,exact,95.91,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,10M8ccltzArj4gzfYQu9hn,iScreaM Vol.25 : Red Flavor Remix,single,2023.0,0.8696,2020,https://open.spotify.com/album/10M8ccltzArj4gzfYQu9hn,https://i.scdn.co/image/ab67616d0000b273ea1ffa333e2422134d2b6a88,exact,81.34,"['electronic', 'pop']",['k_pop'],"['electronic', 'pop', 'k_pop']","['pop', 'k_pop']",['electronic'],3,2,1,7.1243,2.3748,1,0,False
Red Velvet,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,58OR7UoaJkJzqeQGClHzh1,‘The ReVe Festival 2022 - Birthday’,single,2022.0,0.8261,2020,https://open.spotify.com/album/58OR7UoaJkJzqeQGClHzh1,https://i.scdn.co/image/ab67616d0000b273d2ef237da7f94762997c2083,exact,94.5,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
